Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
1,37944085,-11,1,53.958,-41.5694,-15.4154,-30.7542,-0.647471,-2.78648,11,-1,21.1394,20.4037,0.649604,-5.48982,-0.265783,0.0318268,-11,1,17.7138,16.8128,4.76988,-2.89067,-0.16466,0.276442,11,-1,5.24024,5.01083,1.25942,-0.874969,-0.168549,0.24624
1,38519949,13,-1,84.6712,-8.76114,30.5952,-78.4626,-1.63432,1.84969,-13,1,61.1612,4.68593,-28.8304,-53.7358,-1.36957,-1.40967,-11,1,14.4669,7.98139,-12.0352,-0.861606,-0.0596277,-0.985217,-11,1,9.61091,0.665897,-7.03835,-6.5106,-0.824325,-1.47647
1,29694549,-13,1,47.1439,-18.3268,-40.9248,-14.5542,-0.319129,-1.99183,13,-1,28.7903,11.8175,25.2824,7.07226,0.250777,1.13355,11,-1,10.3607,4.86984,8.58954,3.13816,0.3127,1.05503,-11,1,5.04318,2.30256,4.22057,1.52272,0.311648,1.07137
1,34207282,-11,1,58.8862,-44.3941,-11.839,36.8318,0.733947,-2.88098,11,-1,31.2958,24.7713,6.20392,18.092,0.659599,0.2454,-11,1,25.7452,18.9645,6.37452,16.2027,0.740339,0.324265,11,-1,2.60148,1.926,0.605802,1.6405,0.742414,0.304741
1,27497918,-13,1,172.128,84.4754,28.2181,147.295,1.27716,0.322386,13,-1,126.901,-13.5001,29.7656,122.62,2.03266,1.9966,13,-1,22.6903,-6.0267,-2.4451,-21.7379,-1.92148,-2.75617,-13,1,10.7112,-2.97968,-0.769976,-10.259,-1.91894,-2.88872
1,33432308,13,-1,76.7559,21.984,-39.8307,-61.8197,-1.11382,-1.06647,-13,1,42.1621,-19.8223,24.4164,-28.081,-0.803569,2.25272,11,-1,6.47354,-3.07808,4.31086,-3.72137,-0.654749,2.19088,-11,1,4.95495,-2.42501,3.24997,-2.84755,-0.654494,2.21184
1,14737196,-13,1,48.1201,41.1945,12.5548,-21.4691,-0.479893,0.295826,13,-1,56.912,-33.3181,-22.5809,-40.2366,-0.881154,-2.54597,11,-1,57.718,11.475,31.3538,47.0811,1.14386,1.21995,11,-1,76.3188,10.0256,-9.3164,-75.0816,-2.40355,-0.748748
1,17498987,-13,1,7.07032,1.05565,-3.11668,-6.25701,-1.39869,-1.24421,-11,1,66.2483,-11.6079,59.0441,-27.7106,-0.445611,1.76492,11,-1,35.6591,24.3417,-26.0506,0.644536,0.0180769,-0.819296,11,-1,13.6705,-1.91161,4.83796,-12.6421,-1.62102,1.94709
1,57750958,-11,1,103.793,25.7366,42.626,-91.0697,-1.36442,1.0276,11,-1,95.0935,-14.6726,-33.0888,-87.9354,-1.62069,-1.98817,-11,1,9.43472,4.15542,3.51251,-7.7077,-1.14758,0.70175,11,-1,7.15167,3.20977,2.58707,-5.84387,-1.14813,0.678389
1,60598635,13,-1,62.5018,20.7328,-44.0742,-39.1673,-0.735896,-1.1311,-13,1,75.7389,-0.483104,32.2132,-68.5452,-1.4993,1.58579,-11,1,7.84767,-4.0823,3.90677,-5.44591,-0.85554,2.37816,11,-1,5.19787,-2.85057,2.04567,-3.83501,-0.945645,2.51913
1,57006696,11,-1,79.3168,24.5784,29.4212,-69.4366,-1.35588,0.874842,-11,1,35.0507,-10.5972,-33.3113,2.57101,0.0734832,-1.8788,11,-1,17.3995,-10.2091,1.46401,-14.0133,-1.11376,2.99916,-11,1,13.604,2.99682,1.16964,-13.2182,-2.12079,0.372111
1,20724416,-13,1,66.5596,-13.5799,58.6233,-28.4441,-0.456648,1.79843,13,-1,39.649,-21.7435,-32.9693,-3.50354,-0.0885953,-2.15383,13,-1,18.0794,1.38893,-9.3255,-15.4259,-1.26797,-1.42294,13,-1,12.3404,1.69079,-6.69903,-10.2244,-1.18353,-1.32357
1,42736000,-13,1,46.7549,-29.5339,36.0371,-3.88403,-0.0832642,2.25734,13,-1,26.7041,-8.74288,-14.2174,20.8453,1.04693,-2.12213,11,-1,18.9407,-1.27092,-7.33291,17.4173,1.58624,-1.74241,-11,1,6.66125,-0.37943,-2.59445,6.12349,1.5843,-1.71601
